run_name,n_aisles,n_positions,n_pickers,n_robots,robot_capacity,state_channels,gamma,n_actions,n_parameters,n_episodes,total_decisions,wall_clock_s,decisions_per_second,device
e9_c3_plus_run2,9,20,3,6,3,plus_agent,0.99,1626,13003227,3000,3021863,9355.566,323.002,cuda
