step,wall_clock_s,mean_flow_time,makespan,n_completed,n_orders,n_decisions,decision_time_ms,sim_time_per_decision,solve_wall_clock_s,reward_sum,policy_loss,value_loss,entropy,approx_kl,clip_fraction,episode,sps,gpu_mem_gb
1,4.019,2256.993333333333,7513.333333333331,100,100,1007,2.7860400199211037,7.4611055941741125,3.2553870677948,-2256.993333333333,-0.036592864664271474,1631.0239486694336,1.4326192662119865,0.011822639527963474,0.1385160405188799,1,250.53821228075347,0.30309391021728516
2,7.945,2277.386666666668,7752.333333333338,100,100,1009,2.7974623389441957,7.683184671291712,3.285407543182373,-2277.386666666668,-0.043909745989367366,1604.4460487365723,1.3872726820409298,0.01991688627458643,0.2065628981217742,2,253.75380843022626,0.30327701568603516
3,11.716,2400.4566666666665,7566.666666666671,100,100,1003,2.6887924226955064,7.544034562977737,3.1688039302825928,-2400.4566666666665,-0.04308571765432134,1851.8559799194336,1.345349881798029,0.02298806363978656,0.207371911033988,3,257.6740246098094,0.30370426177978516
4,15.533,2307.8233333333333,7542.333333333336,100,100,1004,2.725387051788379,7.512284196547147,3.218475818634033,-2307.8233333333333,-0.03712657419964671,1685.1488456726074,1.3011997789144516,0.027227281760133337,0.21701882127672434,4,258.99889443749964,0.30370426177978516
5,19.366,2283.756666666667,7566.999999999999,100,100,1004,2.7365434262770374,7.536852589641433,3.2071523666381836,-2283.756666666667,-0.0414568719570525,1652.713737487793,1.2882736511528492,0.01843928221205715,0.2192826708778739,5,259.5771354537263,0.30370426177978516
6,23.178,2308.153333333333,7514.333333333331,100,100,1009,2.7374653122054675,7.447307565246116,3.2307090759277344,-2308.153333333333,-0.03451990068424493,1665.154556274414,1.2650234140455723,0.026765523787616985,0.1940170597517863,6,260.4216351164067,0.3041524887084961
7,26.933,2152.126666666666,7571.666666666668,100,100,1005,2.7042783084250197,7.5339966832504155,3.155827045440674,-2152.126666666666,-0.03787444662884809,1456.0067176818848,1.2491776682436466,0.01599693486787146,0.21246744832023978,7,261.4228779305657,0.3041524887084961
8,30.818,2244.8666666666672,7409.333333333336,100,100,1011,2.7960233432551256,7.328717441477088,3.3202061653137207,-2244.8666666666672,-0.03656355870771222,1590.3972625732422,1.2687225341796875,0.02503677950880956,0.22041590185835958,8,261.27423172711775,0.3041524887084961
9,34.561,2354.126666666667,7652.999999999999,100,100,1000,2.699034199980815,7.652999999999999,3.1564035415649414,-2354.126666666667,-0.04119335633004084,1732.690933227539,1.192679587751627,0.02454147690150421,0.20712890662252903,9,261.91280090194357,0.30420780181884766
10,43.373,2266.0666666666684,7474.333333333329,100,100,1005,2.721224378107234,7.437147595356547,3.202516555786133,-2266.0666666666684,-0.037808856228366494,1625.375358581543,1.216076835989952,0.0071688126408844255,0.18597005237825215,10,262.0515624643467,0.30420780181884766
11,47.262,2398.503333333334,7841.000000000003,100,100,1009,2.7982908820698698,7.77106045589693,3.2880210876464844,-2398.503333333334,-0.035085822601104155,1773.999267578125,1.142549991607666,0.022687100572511554,0.26875398587435484,11,234.14231494095625,0.30420780181884766
12,51.096,2362.5733333333314,7699.666666666671,100,100,1004,2.760260458220713,7.668990703851265,3.249387264251709,-2362.5733333333314,-0.03372490603942424,1736.2520294189453,1.1276418901979923,0.006147562635305803,0.23171164793893695,12,236.2215375038001,0.30420780181884766
13,54.866,2220.31,7412.999999999997,100,100,1005,2.712636019880924,7.376119402985072,3.18510103225708,-2220.31,-0.02763640455668792,1491.6239318847656,1.0740980599075556,0.011494001540995669,0.18610026082023978,13,238.30703159797588,0.30420780181884766
14,58.657,2362.303333333333,7709.666666666668,100,100,1006,2.6946405566809655,7.663684559310803,3.175947904586792,-2362.303333333333,-0.0302989530027844,1685.435947418213,1.0582190360873938,0.009316895317169838,0.18516474217176437,14,240.05736885507443,0.30420780181884766
15,62.396,2221.143333333333,7359.999999999998,100,100,1010,2.6693387129042923,7.287128712871286,3.1379313468933105,-2221.143333333333,-0.01968521170783788,1520.7104225158691,0.8997858893126249,0.02474136538876337,0.23150390572845936,15,241.85680321511506,0.30420780181884766
16,66.14,2202.633333333332,7397.666666666665,100,100,1006,2.686696123283486,7.35354539430086,3.1466732025146484,-2202.633333333332,-0.021541189460549504,1466.5111656188965,0.8845817092806101,0.016621125003439374,0.21607506833970547,16,243.37955464725252,0.30420780181884766
17,69.954,2146.5066666666676,7387.000000000004,100,100,1009,2.7459177403435953,7.321110009910806,3.2267396450042725,-2146.5066666666676,-0.017206648597493768,1361.8339767456055,0.872798690572381,0.041773069904593285,0.22864516824483871,17,244.53196693905218,0.30420780181884766
18,73.843,2306.4899999999975,7615.666666666667,100,100,1008,2.780863789657887,7.555224867724868,3.2715251445770264,-2306.4899999999975,-0.008080425206571817,1636.2641525268555,0.9506633020937443,0.018542609166615875,0.23844401072710752,18,245.3029492295376,0.30420780181884766
19,77.691,2265.4766666666665,7599.333333333333,100,100,1006,2.7699404572721438,7.554009277667329,3.2491626739501953,-2265.4766666666665,-0.014846075500827283,1534.86226272583,0.9617990534752607,0.054454019518743735,0.2430579145438969,19,246.10428514893897,0.30420780181884766
20,86.598,2347.0099999999993,7688.999999999997,100,100,1010,2.7556523762469434,7.61287128712871,3.2577123641967773,-2347.0099999999993,-0.024294072878547013,1624.311611175537,0.9797608330845833,0.041418843960855156,0.28015624824911356,20,246.86454552326654,0.30420780181884766
21,90.521,2301.55,7570.999999999999,100,100,1007,2.7993432969271836,7.518371400198609,3.2936105728149414,-2301.55,-0.027934531797654927,1527.5349006652832,1.01391707547009,0.04326136359304655,0.2639004308730364,21,233.503503965473,0.30420780181884766
22,94.297,2209.923333333334,7489.999999999999,100,100,1002,2.6958326347422608,7.4750499001996,3.137732982635498,-2209.923333333334,-0.022002665151376277,1437.1929206848145,0.8811701200902462,0.057762280957831535,0.25574311753734946,22,234.7804256938179,0.30420780181884766
23,97.995,2224.560000000001,7445.333333333338,100,100,1006,2.67145675942942,7.40092776673294,3.1337246894836426,-2224.560000000001,-0.019250578829087317,1435.9866218566895,0.9623612612485886,0.05044226295649423,0.30687415041029453,23,236.1850068003585,0.30420780181884766
24,101.862,2229.0266666666676,7654.333333333333,100,100,1004,2.7687960159456555,7.623837981407703,3.245856523513794,-2229.0266666666676,-0.009720203903270885,1413.7255210876465,0.8832073286175728,0.04894657553813886,0.24866832420229912,24,237.07600708963386,0.30420780181884766
