run_name,n_aisles,n_positions,n_pickers,n_robots,robot_capacity,state_channels,gamma,n_actions,n_parameters,n_episodes,total_decisions,wall_clock_s,decisions_per_second,device
e7_c4_run1,9,20,3,6,4,base,0.99,1626,13000923,2000,1982551,6056.123,327.363,cuda
